codice;descrizione;marchio;denominazione;regione;vitigno;filosofia;CAPACITA;GRADO_ALC;FAMIGLIA;classe;PREZZO
38206;Ferrari Perl� Ros� Riserva Brut Millesimato Trento DOC Magnum Astucciato;Ferrari;Trento DOC;TRENTINO-ALTO ADIGE;Pinot Nero;Tradizionale;150;12,50%;Bollicine;Ros�;74,839
38207;Feudi Di San Gregorio Serrocielo Falanghina del Sannio DOC;Feudi Di San Gregorio;Falanghina del Sannio DOC;CAMPANIA;Falanghina;Tradizionale;75;13,50%;Vini;Bianco;9,262
38208;Feudi Di San Gregorio Fiano di Avellino DOCG;Feudi Di San Gregorio;Fiano di Avellino DOCG;CAMPANIA;Fiano;Tradizionale;75;13,50%;Vini;Bianco;8,243
38209;Feudi Di San Gregorio Pietracalda Fiano di Avellino DOCG;Feudi Di San Gregorio;Fiano di Avellino DOCG;CAMPANIA;Fiano;Tradizionale;75;14%;Vini;Bianco;10,05
38210;Feudi Di San Gregorio Greco di Tufo DOCG;Feudi Di San Gregorio;Greco di Tufo DOCG;CAMPANIA;Greco Bianco;Tradizionale;75;12,50%;Vini;Bianco;8,197
38211;Feudi Di San Gregorio Cutizzi Greco di Tufo DOCG;Feudi Di San Gregorio;Greco di Tufo DOCG;CAMPANIA;Greco Bianco;Tradizionale;75;13%;Vini;Bianco;10,05
38212;Fontanafredda Spumente Alta Langa DOCG Brut Limited Edition;Fontanafredda;Alta Langa DOCG;PIEMONTE;Chardonnay;Tradizionale;75;12%;Bollicine;Blanc de Noir;12,689
38213;Fontanafredda Asti DOCG Vintage;Fontanafredda;Asti DOCG;PIEMONTE;Moscato Bianco;Tradizionale;75;7%;Bollicine;Blanc de Blanc;5,465
38214;Fontanafredda Vigna La Rosa Barolo DOCG;Fontanafredda;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;13,50%;Vini;Rosso;49,6
38215;Fontanafredda Le Righe Barolo di Serralunga DOCG;Fontanafredda;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14,50%;Vini;Rosso;27,046
38216;Fontanafredda Gi� Langhe Rosso DOC;Fontanafredda;Langhe DOC;PIEMONTE;Barbera;Tradizionale;75;13,50%;Vini;Rosso;8,382
38217;Forlini Cappellini Cinque Terre Bianco DOC;Forlini Cappellini;Cinque Terre DOC;LIGURIA;Vermentino;Tradizionale;75;13,50%;Vini;Bianco;31,816
38218;Foss Marai Prosecco Dry Valdobbiadene Superiore di Cartizze DOCG;Foss Marai;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;22,044
38219;Foss Marai Prosecco Guia Brut Millesimato Valdobbiadene Superiore DOCG;Foss Marai;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;10,791
38220;Foss Marai Prosecco Strada di Guia 109 Brut Valdobbiadene Superiore DOCG;Foss Marai;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;10,374
38221;Foss Marai Prosecco Strada di Guia 109 Extra Dry Valdobbiadene Superiore DOCG;Foss Marai;Conegliano Valdobbiadene Prosecco Superiore DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;9,586
38222;Foss Marai Spumante Tilio Dosaggio Zero;Foss Marai;VSQ Vino Spumante di Qualit�;VENETO;Chardonnay;Tradizionale;75;12%;Bollicine;Blanc de Blanc;12,087
38223;Foss Marai Spumante Cuv�e Surfiner Brut;Foss Marai;VSQ Vino Spumante di Qualit�;VENETO;Sauvignon Blanc;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;6,391
38224;Foss Marai Spumante Marai de Marai Extra Dry;Foss Marai;VSQ Vino Spumante di Qualit�;VENETO;;Tradizionale;75;11%;Bollicine;Blanc de Blanc;8,243
38225;Foss Marai Spumante Roos Ros� Brut;Foss Marai;VSQ Vino Spumante di Qualit�;VENETO;;Tradizionale;75;11%;Bollicine;Ros�;8,707
38226;Fratelli Berlucchi Brut 25 Blanc de Blanc Franciacorta DOCG;Fratelli Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;15,144
38227;Fratelli Berlucchi Freccianera Sat�n Brut Millesimato Franciacorta DOCG;Fratelli Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;21,952
38228;Fratelli Berlucchi Freccianera Brut Millesimato Franciacorta DOCG;Fratelli Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;13%;Bollicine;Blanc de Noir;20,192
38229;Fratelli Berlucchi Freccianera Nature Millesimato Franciacorta DOCG;Fratelli Berlucchi;Franciacorta DOCG;LOMBARDIA;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;25,332
38230;Fratelli Berlucchi Freccianera Rosa Millesimato Ros� Brut Franciacorta DOCG;Fratelli Berlucchi;Franciacorta DOCG;LOMBARDIA;Pinot Nero;Tradizionale;75;12,50%;Bollicine;Ros�;24,499
38231;Gaja Dagromis Barolo DOCG;Gaja;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;56,361
38232;Gaja Dagromis Barolo DOCG;Gaja;Barolo DOCG;PIEMONTE;Nebbiolo;Tradizionale;75;14%;Vini;Rosso;56,361
38233;Gaja Rossj Bass Langhe DOC;Gaja;Langhe DOC;PIEMONTE;Chardonnay;Tradizionale;75;13%;Vini;Bianco;47,006
38234;Gaja Rossj Bass Langhe DOC;Gaja;Langhe DOC;PIEMONTE;Chardonnay;Tradizionale;75;13%;Vini;Bianco;65,623
38235;Gaja Cremes Langhe Rosso DOC;Gaja;Langhe DOC;PIEMONTE;Dolcetto;Tradizionale;75;14,50%;Vini;Rosso;26,629
38236;Gaja Sito Moresco Langhe Rosso DOC;Gaja;Langhe DOC;PIEMONTE;Nebbiolo;Tradizionale;75;14,50%;Vini;Rosso;43,579
38237;Gaja Alteni di Brassica Langhe DOC;Gaja;Langhe DOC;PIEMONTE;Sauvignon Blanc;Tradizionale;75;13,50%;Vini;Bianco;123,698
38238;Gaja Alteni di Brassica Langhe DOC;Gaja;Langhe DOC;PIEMONTE;Sauvignon Blanc;Tradizionale;75;13,50%;Vini;Bianco;92,114
38239;Gaja Vistamare Ca' Marcanda Toscana IGT;Gaja;Toscana IGT;TOSCANA;Vermentino;Tradizionale;75;13,50%;Vini;Bianco;33,761
38240;Kettmeir Spumante Athesis Brut Millesimato Alto Adige DOC;Kettmeir;Alto Adige DOC;TRENTINO-ALTO ADIGE;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;19,358
38241;Kettmeir Gew�rztraminer Alto Adige DOC;Kettmeir;Alto Adige DOC;TRENTINO-ALTO ADIGE;Gew�rztraminer;Tradizionale;75;14%;Vini;Bianco;10,096
38242;Kettmeir M�ller Thurgau Alto Adige DOC;Kettmeir;Alto Adige DOC;TRENTINO-ALTO ADIGE;M�ller Thurgau;Tradizionale;75;12,50%;Vini;Bianco;9,216
38243;Kettmeir Pinot Bianco Weissburgunder Alto Adige DOC;Kettmeir;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Bianco;Tradizionale;75;13%;Vini;Bianco;8,058
38244;Kettmeir Spumante Athesis Ros� Brut Millesimato Alto Adige DOC;Kettmeir;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Nero;Tradizionale;75;12,50%;Bollicine;Ros�;21,072
38245;Kettmeir Sauvignon Alto Adige DOC;Kettmeir;Alto Adige DOC;TRENTINO-ALTO ADIGE;Sauvignon Blanc;Tradizionale;75;13,50%;Vini;Bianco;10,929
38246;La Guardiense Janare Falanghina del Sannio DOC;La Guardiense;Falanghina del Sannio DOC;CAMPANIA;Falanghina;Tradizionale;75;13,50%;Vini;Bianco;4,909
38247;La Guardiense Janare Fiano Sannio DOC;La Guardiense;Sannio DOC;CAMPANIA;Fiano;Tradizionale;75;13,50%;Vini;Bianco;4,909
38248;La Guardiense Janare Greco Sannio DOC;La Guardiense;Sannio DOC;CAMPANIA;Greco Bianco;Tradizionale;75;13,50%;Vini;Bianco;4,909
38249;La Tunella Cabernet Franc Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Cabernet Franc;Tradizionale;75;13,50%;Vini;Rosso;11,393
38250;La Tunella Cabernet Sauvignon Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Cabernet Sauvignon;Tradizionale;75;13%;Vini;Rosso;11,393
38251;La Tunella Chardonnay Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;75;13%;Vini;Bianco;11,393
38252;La Tunella Friulano Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Friulano;Tradizionale;75;13%;Vini;Bianco;11,393
38253;La Tunella Valmas�a Malvasia Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Malvasia Bianca;Tradizionale;75;13%;Vini;Bianco;10,976
38254;La Tunella Merlot Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Merlot;Tradizionale;75;13,50%;Vini;Rosso;11,439
38255;La Tunella Passito Picolit Friuli Colli Orientali DOC Cl.50;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Picolit;Tradizionale;50;13,50%;Vini;Dolce;24,175
38256;La Tunella Pignolo Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Pignolo;Tradizionale;75;14%;Vini;Rosso;17,506
38257;La Tunella Pinot Grigio Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Pinot Grigio;Tradizionale;75;13%;Vini;Bianco;11,393
38258;La Tunella Colbaj� Pinot Grigio Ramato Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Pinot Grigio;Tradizionale;75;13,50%;Vini;Bianco;16,533
38259;La Tunella Pinot Nero;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Pinot Nero;Tradizionale;75;13%;Vini;Rosso;11,439
38260;La Tunella Refosco dal Peduncolo Rosso Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Refosco dal Peduncolo Rosso;Tradizionale;75;13,50%;Vini;Rosso;11,439
38261;La Tunella Biancosesto Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Ribolla Gialla;Tradizionale;75;13,50%;Vini;Bianco;18,525
38262;La Tunella Rjgialla Ribolla Gialla Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Ribolla Gialla;Tradizionale;75;13%;Vini;Bianco;11,439
38263;La Tunella Coldebliss Ribolla Gialla Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Ribolla Gialla;Tradizionale;75;13,50%;Vini;Bianco;16,024
38264;La Tunella Passito Noans Friuli Colli Orientali DOC Cl.50;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Riesling Renano;Tradizionale;50;13%;Vini;Dolce;18,2
38265;La Tunella Colmat�ss Sauvignon Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Sauvignon Blanc;Tradizionale;75;13,50%;Vini;Bianco;16,533
38266;La Tunella Schioppettino Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Schioppettino;Tradizionale;75;14%;Vini;Rosso;16,857
38267;La Tunella Arcione Friuli Colli Orientali DOC;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Schioppettino;Tradizionale;75;14%;Vini;Rosso;20,748
38268;La Tunella Passito Verduzzo Friulano Friuli Colli Orientali DOC Cl.50;La Tunella;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Verduzzo;Tradizionale;50;13%;Vini;Dolce;10,096
38269;La Tunella Spumante Il Mille Brut Millesimato;La Tunella;VSQ Vino Spumante di Qualit�;FRIULI VENEZIA GIULIA;Ribolla Gialla;Tradizionale;75;12%;Bollicine;Blanc de Noir;11,207
38270;Le Colture Prosecco Cruner Dry Valdobbiadeneo DOCG;Le Colture;Conegliano Valdobbiadene Prosecco DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;9,586
38271;Le Colture Prosecco Fagher Brut Valdobbiadene DOCG;Le Colture;Conegliano Valdobbiadene Prosecco DOCG;VENETO;Glera;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;8,984
38272;Le Colture Prosecco Cartizze Dry Valdobbiadene Superiore di Cartizze DOCG;Le Colture;Conegliano Valdobbiadene Prosecco Superiore di Cartizze DOCG;VENETO;Glera;Tradizionale;75;11%;Bollicine;Blanc de Blanc;21,072
38273;Leone De Castris Colpo di Zappa Gioia del Colle Primitivo DOC;Leone De Castris;Gioia del Colle DOC;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;16,904
38274;Leone De Castris Villa Santera Primitivo di Manduria DOC;Leone De Castris;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;14,50%;Vini;Rosso;9,262
38275;Leone De Castris Pierale Fiano Passito Puglia IGT Cl. 50;Leone De Castris;Puglia IGT;PUGLIA;Fiano;Tradizionale;50;12,50%;Vini;Dolce;14,032
38276;Leone De Castris Illivia Chardonnay Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Chardonnay;Tradizionale;75;12%;Vini;Bianco;4,677
38277;Leone De Castris Angi� Fiano Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Fiano;Tradizionale;75;13%;Vini;Bianco;8,058
38278;Leone De Castris Donna Lisa Malvasia Bianca Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Malvasia Bianca;Tradizionale;75;13%;Vini;Bianco;13,152
38279;Leone De Castris Illivia Rosato Negroamaro Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Vini;Rosato;4,677
38280;Leone De Castris Illivia Rosso Negroamaro Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13,50%;Vini;Rosso;4,677
38281;Leone De Castris Elo Veni Negroamaro Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13,50%;Vini;Rosso;7,225
38282;Leone De Castris Five Roses Anniversario Rosato Salento IGT Cl. 37,5;Leone De Castris;Salento IGT;PUGLIA;Negroamaro;Tradizionale;37,5;12%;Vini;Rosato;5,326
38283;Leone De Castris Five Roses Anniversario Rosato Salento IGT Magnum;Leone De Castris;Salento IGT;PUGLIA;Negroamaro;Tradizionale;150;12%;Vini;Rosato;19,451
38284;Leone De Castris Five Roses Anniversario Rosato Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;12%;Vini;Rosato;9,262
38285;Leone De Castris Illivia Rosso Primitivo Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;5,511
38286;Leone De Castris Villa Santera Primitivo Rosso Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;7,595
38287;Leone De Castris Per Lui Primitivo Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;15,50%;Vini;Rosso;33,854
38288;Leone De Castris Per Lui Primitivo Salento IGT Magnum;Leone De Castris;Salento IGT;PUGLIA;Primitivo;Tradizionale;150;15,50%;Vini;Rosso;68,587
38289;Leone De Castris Villa Santera Primitivo Rosato Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;12,50%;Vini;Rosato;7,549
38290;Leone De Castris Vigna Case Alte Sauvignon Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Sauvignon Blanc;Tradizionale;75;13%;Vini;Bianco;7,086
38291;Leone De Castris Il Lemos Susumaniello Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;13%;Vini;Rosso;7,225
38292;Leone De Castris Per Lui Sussumaniello Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;13,50%;Vini;Rosso;31,77
38293;Leone De Castris Maiana Verdeca Salento IGT;Leone De Castris;Salento IGT;PUGLIA;Verdeca;Tradizionale;75;12,50%;Vini;Bianco;5,511
38294;Leone De Castris Spumante Metodo Classico Five Roses Ros� Brut Millesimato Negroamaro Salice Salentino DOC;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Bollicine;Ros�;14,866
38295;Leone De Castris Per Lui Negroamaro Salice Salentino Riserva DOC;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;15,50%;Vini;Rosso;39,411
38296;Leone De Castris Per Lui Negroamaro Salice Salentino Riserva DOC Magnum;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;150;15,50%;Vini;Rosso;78,544
38297;Leone De Castris Maiana Rosato Negroamaro Salento IGT;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Vini;Rosato;5,557
38298;Leone De Castris Maiana Rosso Negroamaro Salice Salentino DOC;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;13,50%;Vini;Rosso;5,65
38299;Leone De Castris Maiana Rosso Negroamaro Salice Salentino DOC Cl.37,5;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;37,5;13,50%;Vini;Rosso;4,029
38300;Leone De Castris Donna Lisa Rosso Salice Salentino Riserva DOC;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;14,50%;Vini;Rosso;24,823
38301;Leone De Castris 50� Vendemmia Salice Salentino Riserva DOC;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;13,50%;Vini;Rosso;8,429
38302;Leone De Castris 50� Vendemmia Salice Salentino Riserva DOC Cl. 37,5;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;37,5;13,50%;Vini;Rosso;5,141
38303;Leone De Castris 50� Vendemmia Salice Salentino Riserva DOC Magnum Astucciato;Leone De Castris;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;150;13,50%;Vini;Rosso;22,924
38304;Leone De Castris Spumante I Mille Aleatico Ros� Dolce;Leone De Castris;VSQ Vino Spumante di Qualit�;PUGLIA;Aleatico;Tradizionale;75;10,50%;Bollicine;Ros�;8,429
38305;Leone De Castris Spumante Don Piero Malvasia Bianca Brut;Leone De Castris;VSQ Vino Spumante di Qualit�;PUGLIA;Malvasia Bianca;Tradizionale;75;12%;Bollicine;Blanc de Blanc;8,382
38306;Leone De Castris Spumante Donna Lisetta Negroamaro Ros� Brut;Leone De Castris;VSQ Vino Spumante di Qualit�;PUGLIA;Negroamaro;Tradizionale;75;11,50%;Bollicine;Ros�;8,382
38307;Leone De Castris Ursi Bianco Frizzante;Leone De Castris;VSQ Vino Spumante di Qualit�;PUGLIA;Verdeca;Tradizionale;75;12%;Bollicine;Blanc de Blanc;5,094
38308;Les Cretes Mon Blanc Valle D'Aosta IGT;Les Cr�tes;Valle d'Aosta DOC;VALLE D'AOSTA;Chardonnay;Tradizionale;75;12,50%;Vini;Bianco;7,873
38309;Librandi Critone Calabria Bianco IGT;Librandi;Calabria IGT;CALABRIA;Chardonnay;Tradizionale;75;12,50%;Vini;Bianco;8,429
38310;Librandi Gravello Tenuta Arcidiaconato Calabria IGT;Librandi;Calabria IGT;CALABRIA;Gaglioppo;Tradizionale;75;15%;Vini;Rosso;19,034
38311;Librandi Terre Lontane Rosato Calabria IGT;Librandi;Calabria IGT;CALABRIA;Gaglioppo;Tradizionale;75;13%;Vini;Rosato;8,429
38312;Librandi Megonio Tenuta Rosaneti Calabria Rosso IGT;Librandi;Calabria IGT;CALABRIA;Magliocco;Tradizionale;75;14,50%;Vini;Rosso;13,523
38313;Librandi Le Passule Passito Calabria IGT Cl.50;Librandi;Calabria IGT;CALABRIA;Mantonico;Tradizionale;50;14,50%;Vini;Dolce;15,144
38314;Librandi Efeso Calabria Bianco IGT;Librandi;Calabria IGT;CALABRIA;Mantonico;Tradizionale;75;14%;Vini;Bianco;11,439
38315;Librandi Segno Cir� Rosso Classico DOC;Librandi;Cir� DOC;CALABRIA;Gaglioppo;Tradizionale;75;13,50%;Vini;Rosso;4,539
38316;Librandi Segno Cir� Rosato DOC;Librandi;Cir� DOC;CALABRIA;Gaglioppo;Tradizionale;75;13,50%;Vini;Rosato;4,539
38317;Librandi Duca Sanfelice Cir� Rosso Classico Superiore Riserva DOC;Librandi;Cir� DOC;CALABRIA;Gaglioppo;Tradizionale;75;13,50%;Vini;Rosso;10,929
38318;Librandi Segno Cir� Bianco DOC;Librandi;Cir� DOC;CALABRIA;Greco Bianco;Tradizionale;75;12,50%;Vini;Bianco;4,539
38319;Librandi Asylia Rosso Melissa DOC;Librandi;Melissa DOC;CALABRIA;Gaglioppo;Tradizionale;75;13,50%;Vini;Rosso;5,696
38320;Librandi Asylia Bianco Melissa DOC;Librandi;Melissa DOC;CALABRIA;Greco Bianco;Tradizionale;75;12,50%;Vini;Bianco;6,252
38321;Livio Felluga Illivio Friuli Colli Orientali DOC;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;75;13%;Vini;Bianco;26,12
38322;Livio Felluga Illivio Friuli Colli Orientali DOC Magnum;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;150;13%;Vini;Bianco;49,831
38323;Livio Felluga Friulano Friuli Colli Orientali DOC;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Friulano;Tradizionale;75;13%;Vini;Bianco;18,525
38324;Livio Felluga Soss� Rosso Riserva Friuli Colli Orientali DOC;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Merlot;Tradizionale;75;13,50%;Vini;Rosso;40,661
38325;Livio Felluga Pinot Grigio Friuli Colli Orientali DOC;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Pinot Grigio;Tradizionale;75;13%;Vini;Bianco;18,525
38326;Livio Felluga Pinot Grigio Friuli Colli Orientali DOC Magnum;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Pinot Grigio;Tradizionale;75;13%;Vini;Bianco;29,639
38327;Livio Felluga Refosco dal Peduncolo Rosso Friuli Colli Orientali DOC;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Refosco dal Peduncolo Rosso;Tradizionale;75;13,50%;Vini;Rosso;19,868
38328;Livio Felluga Ribolla Gialla Friuli Colli Orientali DOC;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Ribolla Gialla;Tradizionale;75;12,50%;Vini;Bianco;18,525
38329;Livio Felluga Sauvignon Friuli Colli Orientali DOC;Livio Felluga;Friuli Colli Orientali DOC;FRIULI VENEZIA GIULIA;Sauvignon Blanc;Tradizionale;75;13%;Vini;Bianco;18,525
38330;Livio Felluga Picolit Colli Orientali del Friuli DOCG Cl. 50;Livio Felluga;Picolit Colli Orientali del Friuli DOCG;FRIULI VENEZIA GIULIA;Picolit;Tradizionale;50;15%;Vini;Dolce;57,334
38331;Livio Felluga Terre Alte Rosazzo DOCG;Livio Felluga;Rosazzo DOCG;FRIULI VENEZIA GIULIA;Friulano;Tradizionale;75;13%;Vini;Bianco;66,225
38332;Livio Felluga Abbazia di Rosazzo Rosazzo DOCG Magnum;Livio Felluga;Rosazzo DOCG;FRIULI VENEZIA GIULIA;Sauvignon Blanc;Tradizionale;150;13,50%;Vini;Bianco;68,865
38333;Livio Felluga Abbazia di Rosazzo Rosazzo DOCG;Livio Felluga;Rosazzo DOCG;FRIULI VENEZIA GIULIA;Sauvignon Blanc;Tradizionale;75;13,50%;Vini;Bianco;45,663
38334;Livio Felluga Sharis Venezia Giulia IGT;Livio Felluga;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;75;13%;Vini;Bianco;12,273
38335;Livio Felluga Sharis Venezia Giulia IGT Cl.37,5;Livio Felluga;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;37,5;13%;Vini;Bianco;6,391
38336;Livio Felluga Sharis Venezia Giulia IGT Magnum;Livio Felluga;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Chardonnay;Tradizionale;150;13%;Vini;Bianco;23,109
38337;Livio Felluga Ros� Venezia Giulia IGT Magnum;Livio Felluga;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Merlot;Tradizionale;150;13%;Vini;Rosato;25,842
38338;Livio Felluga Ros� Venezia Giulia IGT;Livio Felluga;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Merlot;Tradizionale;75;13%;Vini;Rosato;16,024
38339;Livio Felluga Vertigo Venezia Giulia IGT;Livio Felluga;Venezia Giulia IGT;FRIULI VENEZIA GIULIA;Merlot;Tradizionale;75;13%;Vini;Rosso;13,152
38340;Frescobaldi Castelgiocondo Brunello di Montalcino DOCG;Marchesi de' Frescobaldi;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14,50%;Vini;Rosso;26,814
38341;Frescobaldi Tenuta Perano Chianti Classico DOCG;Marchesi de' Frescobaldi;Chianti Classico DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;11,717
38342;Frescobaldi Tenuta Perano Chianti Classico Riserva DOCG;Marchesi de' Frescobaldi;Chianti Classico Riserva DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;18,2
38343;Frescobaldi Nipozzano Chianti R�fina Riserva DOCG;Marchesi de' Frescobaldi;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;9,772
38344;Frescobaldi Castiglioni Chianti DOCG;Marchesi de' Frescobaldi;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;75;13%;Vini;Rosso;5,928
38345;Frescobaldi Nipozzano Vecchie Viti Chianti R�fina Riserva DOCG;Marchesi de' Frescobaldi;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;14,82
38346;Frescobaldi Terre More Ammiraglia Maremma Toscana DOC;Marchesi de' Frescobaldi;Maremma Toscana DOC;TOSCANA;Cabernet Sauvignon;Tradizionale;75;13,50%;Vini;Rosso;7,41
38347;Frescobaldi Santa Maria Morellino di Scansano DOCG;Marchesi de' Frescobaldi;Morellino di Scansano DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;7,873
38348;Frescobaldi Pomino Bianco DOC;Marchesi de' Frescobaldi;Pomino DOC;TOSCANA;Chardonnay;Tradizionale;75;12,50%;Vini;Bianco;7,086
